fold,original_ACC,original_AUC,original_F1,original_Precision,original_Recall,original_SPE,original_bec_centroid_distance,original_bec_fisher_ratio,original_bec_within_dispersion,original_edge_abs_d_change,original_edges_abs_d_gt_0p5,original_max_abs_d,original_mean_abs_d,original_paired_auc_delta_mean,original_variance_retention,qc_refined_ACC,qc_refined_AUC,qc_refined_F1,qc_refined_Precision,qc_refined_Recall,qc_refined_SPE,qc_refined_bec_centroid_distance,qc_refined_bec_fisher_ratio,qc_refined_bec_within_dispersion,qc_refined_edge_abs_d_change,qc_refined_edges_abs_d_gt_0p5,qc_refined_gate_loss,qc_refined_max_abs_d,qc_refined_mean_abs_d,qc_refined_paired_auc_delta_mean,qc_refined_pseudo_loss,qc_refined_qsr_basis_abs_mean,qc_refined_qsr_direction_abs_mean,qc_refined_qsr_effective_coefficient_abs_mean,qc_refined_qsr_effective_coefficient_mean,qc_refined_qsr_gate_max,qc_refined_qsr_gate_mean,qc_refined_qsr_loss,qc_refined_qsr_pseudo_relative_change,qc_refined_qsr_refined_relative_change,qc_refined_qsr_sensitive_map_mean,qc_refined_restore_loss,qc_refined_variance_loss,qc_refined_variance_retention,refined_ACC,refined_AUC,refined_F1,refined_Precision,refined_Recall,refined_SPE,refined_anchor_loss,refined_bec_centroid_distance,refined_bec_fisher_ratio,refined_bec_within_dispersion,refined_edge_abs_d_change,refined_edges_abs_d_gt_0p5,refined_gate_fraction_above_0p01,refined_gate_loss,refined_gate_max,refined_gate_mean,refined_max_abs_d,refined_mean_abs_d,refined_paired_auc_delta_mean,refined_refiner_loss,refined_variance_loss,refined_variance_retention
11,0.6931818181818182,0.7166580176440062,0.7032967032967034,0.7272727272727273,0.6808510638297872,0.7073170731707317,20.253920291745118,0.055589694705027136,85.90371623873119,0.0,300,1.0260401955303216,0.18748784980557853,0.0,1.0,0.6590909090909091,0.6860404774260509,0.6153846153846154,0.7741935483870968,0.5106382978723404,0.8292682926829268,20.23145509721,0.055599718615292136,85.80069833747865,9.8496675491333e-06,300,0.007636950351297855,1.0261848799854747,0.18749772219309677,-0.030617540217955264,0.00013859153841622174,0.08229819685220718,0.1636950969696045,0.0014099091058596969,0.0014099091058596969,0.027972716838121414,0.008916221559047699,0.0013364119222387671,0.01359743345528841,0.0013216882944107056,0.28523483872413635,0.0011901834513992071,0.0,0.9976658225059509,0.7045454545454546,0.7291126102750389,0.717391304347826,0.7333333333333333,0.7021276595744681,0.7073170731707317,1.7648048924456816e-06,20.232868929412064,0.05560165387654169,85.80520103751755,1.6480684280395508e-05,300,0.0059148818254470825,0.004008120857179165,0.010611730627715588,0.0040044537745416164,1.0263392233536224,0.18750432700541572,0.012454592631032768,5.772925760538783e-06,0.0,0.9977924823760986
12,0.5862068965517241,0.5790031813361612,0.5909090909090909,0.6190476190476191,0.5652173913043478,0.6097560975609756,20.146255136634085,0.051471644362902434,88.79945661174557,0.0,213,0.9697623700463146,0.17886429342414656,0.0,1.0,0.5747126436781609,0.5742311770943795,0.5747126436781609,0.6097560975609756,0.5434782608695652,0.6097560975609756,20.146255146093406,0.051471644323188896,88.79945668769692,0.0,213,2.8901914195245126e-09,0.9697623711038134,0.17886429337976678,-0.004772004241781702,0.00013494263112079352,0.08062367141246796,0.9888887405395508,8.58214033172544e-09,-8.58214033172544e-09,1.7729766454976925e-07,8.58214388443912e-09,0.0013145363191142678,0.013586637564003468,4.297977529432728e-09,0.2692350745201111,0.00117959373164922,0.0,1.0,0.6436781609195402,0.634676564156946,0.6436781609195402,0.6829268292682927,0.6086956521739131,0.6829268292682927,2.9774955692118965e-05,20.088774739397692,0.05150787370573603,88.51495193304763,1.3470649719238281e-05,215,0.5443036556243896,0.02015138603746891,0.08751249313354492,0.020112641155719757,0.9707581679994622,0.17887777171619482,0.05567338282078471,4.992634057998657e-05,0.0,0.9939388036727905
13,0.6436781609195402,0.616118769883351,0.6736842105263158,0.6530612244897959,0.6956521739130435,0.5853658536585366,20.155960644126274,0.05273794979953624,87.76914757483343,0.0,234,0.9151455570202477,0.18049211509607146,0.0,1.0,0.5632183908045977,0.6187698833510075,0.5681818181818182,0.5952380952380952,0.5434782608695652,0.5853658536585366,20.152657480114147,0.05273859190717114,87.75422972290194,-4.470348358154297e-07,234,0.0005103691364638507,0.9151565998934915,0.1804916576023512,0.002651113467656452,0.00013305287575349212,0.08127308636903763,0.40824300050735474,0.00021368105080910027,0.00021368105080910027,0.0021183015778660774,0.0005323722143657506,0.0013359205331653357,0.0134802320972085,0.00019796770357061177,0.27089372277259827,0.0012023573508486152,0.0,0.9996781349182129,0.5977011494252874,0.6670201484623541,0.5333333333333333,0.6896551724137931,0.43478260869565216,0.7804878048780488,1.5812549463589676e-05,20.1056593558683,0.0527370815654153,87.55083125812817,-2.3558735847473145e-05,232,0.47730129957199097,0.012197878211736679,0.04362322390079498,0.012180570513010025,0.9153668752869301,0.18046854307260043,0.05090137857900312,2.8010428650304675e-05,0.0,0.9952653050422668
14,0.5747126436781609,0.5803191489361701,0.6105263157894737,0.6041666666666666,0.6170212765957447,0.525,20.962982792336902,0.05753727089054922,87.39336233936439,0.0,264,0.9005547665705518,0.1888925806293483,0.0,1.0,0.5747126436781609,0.5803191489361701,0.6105263157894737,0.6041666666666666,0.6170212765957447,0.525,20.962982792336902,0.05753727089054922,87.39336233936439,0.0,264,7.827310744373747e-38,0.9005547665705518,0.1888925806293483,0.0,0.0001261631987290457,0.08085222542285919,0.9888889193534851,1.4773403178549733e-37,-1.4773403178549733e-37,1.2640368556767935e-34,1.4773403178549733e-37,0.0012785331346094608,0.013183803297579288,0.0,0.28156664967536926,0.0011523698922246695,0.0,0.9999999403953552,0.5747126436781609,0.5728723404255318,0.6407766990291263,0.5892857142857143,0.7021276595744681,0.425,1.4743826795893256e-05,20.923263112426778,0.057583935194075654,87.19242292532732,6.29425048828125e-05,263,0.47413966059684753,0.012231270782649517,0.040795646607875824,0.012211552821099758,0.8988977146275037,0.18895552319476033,-0.007446808510638281,2.6975098080583848e-05,0.0,0.9956497550010681
15,0.6436781609195402,0.6558510638297872,0.7207207207207207,0.625,0.851063829787234,0.4,24.12879711730644,0.07954811307184133,85.55014117632419,0.0,624,1.099558760378257,0.22305829752948525,0.0,1.0,0.5977011494252874,0.649468085106383,0.6534653465346535,0.6111111111111112,0.7021276595744681,0.475,24.125194151674506,0.07955248400150088,85.5350167253088,1.2516975402832031e-06,624,7.955596714737112e-08,1.0995442039414014,0.22305954877076478,-0.006382978723404209,0.0001378236192977056,0.08579039573669434,0.6885738372802734,0.00023283787595573813,0.00023283787595573813,0.004077603574842215,0.0003498416335787624,0.001304348581470549,0.013846042566001415,0.00020506876171566546,0.36511799693107605,0.0011665248312056065,0.0,0.9996843934059143,0.632183908045977,0.6898936170212766,0.6363636363636364,0.6829268292682927,0.5957446808510638,0.675,2.6433173843543045e-05,24.030846644492474,0.07957249575812073,85.18979674924492,-4.917383193969727e-07,623,0.5922143459320068,0.015719100832939148,0.043979544192552567,0.015692470595240593,1.100210718395338,0.22305779987949256,0.03404255319148941,4.2152274545514956e-05,0.0,0.9918776750564575
16,0.5747126436781609,0.5872340425531914,0.5842696629213483,0.6190476190476191,0.5531914893617021,0.6,18.858381983939964,0.047806230203494955,86.25061075796302,0.0,183,0.8750824581625314,0.1723357852796713,0.0,1.0,0.5977011494252874,0.6132978723404255,0.6391752577319587,0.62,0.6595744680851063,0.525,18.841775730446738,0.04780115414953775,86.17923583857122,-7.733702659606934e-06,183,0.13112875819206238,0.8751633953211014,0.1723280433096053,0.026063829787234094,0.00013880577171221375,0.08544076234102249,0.011698195710778236,0.0015463957097381353,0.0008596502593718469,0.15790846943855286,0.12978599965572357,0.001420312561094761,0.013609453104436398,0.0018386859446763992,0.3274998664855957,0.0011503780260682106,0.0,0.9983225464820862,0.5517241379310345,0.5728723404255319,0.5894736842105263,0.5833333333333334,0.5957446808510638,0.5,2.0236930140526965e-05,18.793543531971867,0.04781633408761881,85.94498411662201,6.556510925292969e-06,182,0.5843192338943481,0.014497438445687294,0.04026152566075325,0.014477044343948364,0.8747279935113226,0.17234232329862287,-0.014361702127659526,3.4734370274236426e-05,0.0,0.9931427240371704
17,0.632183908045977,0.7202127659574468,0.5897435897435898,0.7419354838709677,0.48936170212765956,0.8,20.884845054837903,0.053505217740639384,90.2886562799211,0.0,268,1.0323813044588024,0.18173976100414158,0.0,1.0,0.632183908045977,0.7202127659574468,0.5897435897435898,0.7419354838709677,0.48936170212765956,0.8,20.884845054837903,0.053505217740639384,90.2886562799211,0.0,268,2.9538691725202953e-29,1.0323813044588024,0.18173976100414155,0.0,0.0001325250486843288,0.08165664225816727,0.9888889193534851,3.518435373638308e-29,-3.518435373638308e-29,2.975615381967931e-26,3.518435373638308e-29,0.0012569986283779144,0.013499435037374496,0.0,0.3300781548023224,0.0011244735214859247,0.0,1.0,0.6781609195402298,0.7377659574468085,0.7021276595744681,0.7021276595744681,0.7021276595744681,0.65,3.247277709306218e-05,20.808328816616573,0.05354812452013832,89.92181614369395,6.066262722015381e-05,268,0.6287638545036316,0.017603926360607147,0.04695550352334976,0.017575211822986603,1.0300408793254348,0.1818004304597806,0.01755319148936174,5.007670552004129e-05,0.0,0.9921646118164062
18,0.6206896551724138,0.7042553191489362,0.5822784810126582,0.71875,0.48936170212765956,0.775,21.731610931044436,0.060940782555341064,88.03146061134132,0.0,341,0.9875354655144226,0.19523406616019026,0.0,1.0,0.6206896551724138,0.7042553191489362,0.5822784810126582,0.71875,0.48936170212765956,0.775,21.731610931044436,0.060940782555341064,88.03146061134132,1.4901161193847656e-08,341,1.0252187785546072e-23,0.9875354655144226,0.19523406616019026,0.0,0.00013230058539193124,0.0826840028166771,0.9737342596054077,1.844208332784363e-23,1.844208332784363e-23,2.034563322997404e-20,1.901046392094261e-23,0.0013217843370512128,0.01344247441738844,0.0,0.29556867480278015,0.0011894837953150272,0.0,1.0,0.632183908045977,0.721276595744681,0.5789473684210527,0.7586206896551724,0.46808510638297873,0.825,1.0439004654472228e-05,21.67291762236027,0.0609593965538555,87.7802979571561,1.7821788787841797e-05,341,0.43387049436569214,0.009156450629234314,0.02345219813287258,0.009145509451627731,0.9874054712507071,0.1952518901003971,0.017021276595744705,1.9595456251408905e-05,0.0,0.9944737553596497
19,0.5632183908045977,0.5920212765957447,0.5777777777777777,0.6046511627906976,0.5531914893617021,0.575,19.67007449341491,0.04832103038485682,89.48245926876035,0.0,207,0.9267813954917602,0.17233049623136043,0.0,1.0,0.5747126436781609,0.6212765957446809,0.5934065934065934,0.6136363636363636,0.574468085106383,0.575,19.669725713420352,0.04832134204404581,89.48058404641114,2.5331974029541016e-07,207,4.7273264499381185e-05,0.9267859006141749,0.17233076638779055,0.0292553191489362,0.0001385378564009443,0.08442382514476776,0.9680603742599487,4.489140337682329e-05,4.489140337682329e-05,0.0012439658166840672,4.7351695684483275e-05,0.0012504634214565158,0.01388795580714941,4.029852425446734e-05,0.3233388662338257,0.001111878314986825,0.0,0.9999635219573975,0.5977011494252874,0.5781914893617021,0.6601941747572816,0.6071428571428571,0.723404255319149,0.45,3.2135343644768e-05,19.59577911800711,0.04833852258112951,89.12834642236822,4.470348358154297e-08,208,0.6269935369491577,0.019141685217618942,0.057562991976737976,0.019112981855869293,0.9249588693867477,0.17233055642070214,-0.013829787234042601,5.127702752361074e-05,0.0,0.9923511743545532
20,0.5977011494252874,0.6170212765957446,0.6391752577319587,0.62,0.6595744680851063,0.525,19.853439047881718,0.05153690398198075,87.45337697536596,0.0,242,0.8266957586227924,0.17903155477667526,0.0,1.0,0.5862068965517241,0.6085106382978722,0.6727272727272727,0.5873015873015873,0.7872340425531915,0.35,19.83661898174302,0.05154371749682861,87.3735099668352,7.331371307373047e-06,242,0.2866195738315582,0.8263463793570217,0.17903888332208068,-0.008510638297872353,0.00013195443898439407,0.0804058313369751,0.0042135161347687244,0.001222751336172223,0.0011021749814972281,0.29775625467300415,0.2868632674217224,0.0015355518553406,0.013361935503780842,0.0013466184027493,0.3136349320411682,0.001116977771744132,0.0,0.9982271790504456,0.5402298850574713,0.5739361702127659,0.6153846153846154,0.5614035087719298,0.6808510638297872,0.375,8.570150384912267e-06,19.80532467911404,0.05156037347452128,87.22157791496193,3.0025839805603027e-05,240,0.4082643389701843,0.00851956196129322,0.019572962075471878,0.008507819846272469,0.8256125903737672,0.17906157800984387,-0.04308510638297869,1.708971285552252e-05,0.0,0.9949008822441101
21,0.5568181818181818,0.6606123508043591,0.6422018348623854,0.5645161290322581,0.7446808510638298,0.34146341463414637,19.704416276039638,0.052037566189192204,86.3783861595116,0.0,225,0.7358182406562619,0.18122487276932606,0.0,1.0,0.5795454545454546,0.6600934094447328,0.6336633663366337,0.5925925925925926,0.6808510638297872,0.4634146341463415,19.704416276038867,0.05203756618918818,86.37838615951156,0.0,225,1.0307782405405419e-11,0.7358182406562619,0.18122487276931748,-0.0005189413596262682,0.00013830933312419802,0.0831785574555397,0.9888888597488403,1.0235857300644469e-11,1.0235857300644469e-11,3.2455285126076205e-09,1.0235868576347062e-11,0.0012354282662272453,0.013630586676299572,5.480744981120611e-13,0.3151736259460449,0.0010971189476549625,0.0,1.0,0.6136363636363636,0.6678775298391282,0.66,0.6226415094339622,0.7021276595744681,0.5121951219512195,5.0998110964428633e-05,19.594533663799528,0.052059721829142765,85.87841303604257,1.379847526550293e-05,225,0.6892101168632507,0.020373478531837463,0.051992494612932205,0.020318305119872093,0.733191203291337,0.18123867170628705,0.007265179034769087,7.137159263947979e-05,0.0,0.9889225959777832
22,0.6551724137931034,0.7094379639448569,0.7222222222222222,0.6290322580645161,0.8478260869565217,0.43902439024390244,19.749259453374133,0.050912823413759245,87.52602882856391,0.0,200,0.8332536076586353,0.17753291385779893,0.0,1.0,0.632183908045977,0.6786850477200423,0.6,0.7058823529411765,0.5217391304347826,0.7560975609756098,19.74925969343041,0.05091282325827331,87.52603002611133,0.0,200,3.18205596420984e-12,0.8332536064219361,0.17753291402686566,-0.030752916224814575,0.0001292730594286695,0.07952701300382614,0.9888657927513123,3.477304488797017e-08,-3.477304488797017e-08,1.499518731407079e-07,3.477403254237288e-08,0.0012852554209530354,0.013134396634995937,3.015076543988471e-08,0.2950386703014374,0.001155982376076281,0.0,1.0,0.7471264367816092,0.7751855779427359,0.7708333333333334,0.74,0.8043478260869565,0.6829268292682927,2.3360798877547495e-05,19.680748207301352,0.05093684493169764,87.20182710333182,6.780028343200684e-06,196,0.5774507522583008,0.01681957207620144,0.0602952279150486,0.016794968396425247,0.8344766878767819,0.17753970679823197,0.06574761399787898,4.0180369978770614e-05,0.0,0.9929043650627136
